taxpayer_id,C++,Go,Python
H005418-ZVJHSW,7330,7330,7330
H005419-LRXA9E,-102096,-125353,-125353
H005420-AXPV9U,1838135,3227512,3227512
H005421-W37FYS,961869,901714,901714
H005422-961XZB,1281800,1309851,1309851
H005423-6EQ6KT,8435,8435,8435
H005424-KEMV3U,-243232,-877586,-877586
H005425-MTKEL3,1804495,1474111,1474111
H005426-6E94DN,1639375,1639375,1639375
H005427-A4HWRS,71405,-185780,-185780
H005428-16KL0A,-385051,-1649581,-1649581
H005429-8H0DYQ,13199,13199,13199
H005430-8LVKI0,352616,0,0
H005431-OSAMQW,1223599,1223599,1223599
H005432-Q7P5R3,2256305,1445486,1445486
H005433-EBT595,3106063,5299908,5299908
H005434-7OZ4PX,-254971,-1076030,-1076030
H005435-FXXHB7,3667431,3422744,3422744
H005436-O4EU7C,1625556,2419523,2419523
H005437-TN3BIH,0,0,0
H005438-D34UA9,1761211,2086271,2086271
H005439-6VB17L,-61434,-193435,-193435
H005440-OIRS8A,11998,11998,11998
H005441-H6HAT9,3002300,2021507,2021507
H005442-QRIVE9,9384,9384,9384
H005443-7PBH2P,0,0,0
H005444-DVJ1MM,-92192,-140097,-140097
H005445-N0EKO5,86217,114415,114415
H005446-EZ5SKY,4816779,4816552,4816552
H005447-57DUK9,5392044,3447108,3447108
H005448-3CVB7E,5146198,6110014,6110014
H005449-40DYEO,1412801,1404441,1404441
H005450-LSJJ7T,6016545,7164997,7164997
H005451-SU07R7,3468738,3622426,3622426
H005452-6DMZKL,5184,5184,5184
H005453-CTIFBI,2788801,2790689,2790689
H005454-IY5IZV,2189499,2180065,2180065
H005455-XTC2KA,0,0,0
H005456-HRZR8P,-106209,-486642,-486642
H005457-LX5FI9,-483235,-481067,-481067
H005458-KWCG9T,1303152,1283969,1283969
H005459-OYLPPW,2993268,3934167,3934167
H005460-XYPUPZ,8033268,8553435,8553435
H005461-QLTSSG,55269,55269,55269
H005462-2YEH3P,0,0,0
H005463-CKRFAI,0,0,0
H005464-B5JHVV,-51012,-63329,-63329
H005465-N35AEO,2077928,1886830,1886830
H005466-Q305IK,-55832,-287466,-287466
H005467-J2LPNH,3986,3986,3986
H005468-203IUI,6516,6516,6516
H005469-PWI8SP,16960,16960,16960
H005470-O1KT85,-206150,-742294,-742294
H005471-6LLAM1,0,0,0
H005472-AW0D0R,0,0,0
H005473-30QGES,913018,679676,679676
H005474-4Q4LN8,41969,924829,924829
H005475-E590UR,-275242,-1324364,-1324364
H005476-ZQJTP5,477461,641462,641462
H005477-V3EJTB,8671759,8684471,8684471
H005478-XARPNS,-58449,-178754,-178754
H005479-KU1C2T,-150824,-156160,-156160
H005480-62O2SG,0,0,0
H005481-BF5M6O,-1227851,-3568552,-3568552
H005482-PUZTX5,0,0,0
H005483-W9EP04,2327142,1793543,1793543
H005484-ZJ26JS,-150196,-530496,-530496
H005485-JWWQZR,0,0,0
H005486-5ZV2Q4,4364754,3675633,3675633
H005487-JWICE4,8561793,7576084,7576084
H005488-QZJ46F,8758,8758,8758
H005489-3TQYR2,6894039,6860800,6860800
H005490-X5UVXD,-52107,-206324,-206324
H005491-UUFZJW,5467672,4960784,4960784
H005492-L5LKAI,4184,4184,4184
H005493-D1VLD2,1809046,3136591,3136591
H005494-RR6K1H,3404,3404,3404
H005495-89Q0B9,805791,805791,805791
H005496-4IAKOP,4015,4015,4015
H005497-VHR6WC,4947241,3992008,3992008
H005498-KT6PI9,0,0,0
H005499-PLEXAB,2060949,2424279,2424279
H005500-CFR61L,5302525,5205568,5205568
H005501-XIPH6X,8885589,8887809,8887809
H005502-0SG6BE,7276309,7371163,7371163
H005503-JAICZ4,-419367,-1479832,-1479832
H005504-V4ZM0S,534840,373358,373358
H005505-C0QAC1,-539617,-1708684,-1708684
H005506-27376S,8000,8000,8000
H005507-SFA1C4,1291796,1838677,1838677
H005508-JC13B7,-24746,-104644,-104644
H005509-3AFLLY,0,0,0
H005510-Y2ZZ9Q,5314046,6261509,6261509
H005511-JYHSOX,377,377,377
H005512-V6J52N,0,0,0
H005513-020QY4,-150351,-560137,-560137
H005514-PRG52B,0,0,0
H005515-XBZMCW,0,66690,66690
H005516-WVJSRR,10387850,9245256,9245256
H005517-0AV11V,455418,4405822,4405822
H005518-9VMHG3,-629992,-2488625,-2488625
H005519-KZ8F0O,5291064,6737087,6737087
H005520-4E0S50,1445121,77647,77647
H005521-Y5C53S,1609833,976897,976897
H005522-SY55WU,5067,5067,5067
H005523-9L8XEI,3936790,4064127,4064127
H005524-MSLSID,161,-22952,-22952
H005525-QP1YDK,0,0,0
H005526-D2GIT4,725838,0,0
H005527-8F9TSK,-412054,-412048,-412048
H005528-3DSO6J,0,0,0
H005529-ZVZ6U9,-27447,-117608,-117608
H005530-49GMW9,-152328,-561400,-561400
H005531-4V9QOH,-185551,-169382,-169382
H005532-LKJ3E6,-19813,-20196,-20196
H005533-USFZC5,4241157,3721778,3721778
H005534-GNIDN3,90400,90400,90400
H005535-WNIA51,-88783,-89090,-89090
H005536-B3W7V4,0,0,0
H005537-4CXTE5,325231,71955,71955
H005538-27RHAE,7795996,9562782,9562782
H005539-LCN3H8,443869,753891,753891
H005540-KOJDB5,941489,941449,941449
H005541-XNGD65,2248103,2552938,2552938
H005542-QZUPC5,2407967,3001445,3001445
H005543-W980V0,-307607,-148985,-148985
H005544-24Q55X,3430294,2279983,2279983
H005545-LLW92O,914985,915855,915855
H005546-FNXQNF,5934111,4273461,4273461
H005547-Y426UE,2477244,3173095,3173095
H005548-BK9IRP,3016807,2182711,2182711
H005549-2C3OST,817560,387507,387507
H005550-A5PN4C,-559240,-551243,-551243
H005551-6YWQRF,1745434,1832441,1832441
H005552-OU4NQ9,-212767,-151981,-151981
H005553-F07L39,2332750,3341140,3341140
H005554-NHEVYK,2183261,2476798,2476798
H005555-207VTK,-85882,-85882,-85882
H005556-ZI8A8B,5397,5397,5397
H005557-AC1NLE,0,0,0
H005558-F11N5F,0,0,0
H005559-NORL8O,4010,4010,4010
H005560-G4BWB7,3589254,4010610,4010610
H005561-WC8Z55,210486,0,0
H005562-VDGFSQ,7397789,8868695,8868695
H005563-8Y60SU,-148235,-608230,-608230
H005564-CWTQTR,8019,8019,8019
H005565-05GBWO,16201,118945,118945
H005566-J3GY4S,142058,2036403,2036403
H005567-JLQ4LK,-180910,-265268,-265268
H005568-AQPR24,0,0,0
H005569-X7SCD2,0,0,0
H005570-WWK6UH,2062279,2071980,2071980
H005571-I68A3L,353957,79221,79221
H005572-P8L8PI,618427,778557,778557
H005573-9N47XE,164624,940857,940857
H005574-8Q2522,837799,918992,918992
H005575-D2C24U,0,0,0
H005576-9EFU6X,8850,8850,8850
H005577-42AIR1,8399445,8865568,8865568
H005578-CRWEA8,-186234,-164298,-164298
H005579-T0ONCN,876307,2666779,2666779
H005580-NQE257,11988,11988,11988
H005581-0HVD0Y,2066670,1365836,1365836
H005582-0P7KTQ,56024,56024,56024
H005583-SK1TOP,34654,46636,46636
H005584-AQEXZ6,11987,11987,11987
H005585-3GM2OA,1832187,1428631,1428631
H005586-PAAQXU,158192,200827,200827
H005587-IMLU50,3986,3986,3986
H005588-IR01VW,1151257,1065407,1065407
H005589-TUI2JG,9645318,9784148,9784148
H005590-UGZAXD,5041645,4152650,4152650
H005591-RCM2CT,-171750,-146054,-146054
H005592-XHMZ00,3596857,6098541,6098541
H005593-7UHYDU,1137596,954509,954509
H005594-18CW39,2921571,3531811,3531811
H005595-G876FX,-557979,-557231,-557231
H005596-EBHDB5,0,0,0
H005597-VTLGI5,468814,1503411,1503411
H005598-RG5AG0,0,0,0
H005599-8J6PKK,7844719,8388926,8388926
H005600-HI2AJ6,-560409,-553593,-553593
H005601-Q5UVYX,0,0,0
H005602-AXWLFJ,38366,38366,38366
H005603-6NZXXN,7353,7353,7353
H005604-J267AC,-916946,-2657692,-2657692
H005605-9IPJJV,348774,11985,11985
H005606-R2UUX6,2956,2956,2956
H005607-N7PGWP,-286279,-307922,-307922
H005608-VQ56LR,0,0,0
H005609-G69TU3,17898,17898,17898
H005610-NAYG3M,0,0,0
H005611-6HN8LM,3074806,3071742,3071742
H005612-NXMCXB,-226248,-810239,-810239
H005613-UVDHP0,4475989,4623241,4623241
H005614-K6RT7W,2236716,3073683,3073683
H005615-XUH4A3,2523,403690,403690
H005616-7LH6F7,-254932,-1432558,-1432558
H005617-ZPSVWU,5941954,6066463,6066463
H005618-1GAJDN,-188709,-529946,-529946
H005619-A5QLEO,8006,8006,8006
H005620-P64YR7,0,0,0
H005621-Z4NK76,6359461,6280840,6280840
H005622-2AS3QN,3029046,3029285,3029285
H005623-RZCVYV,6399522,5953946,5953946
H005624-KGW5W6,539189,773729,773729
H005625-HCGSRW,-272921,-1006592,-1006592
H005626-G5PDYH,-96090,-96090,-96090
H005627-417FYN,1898647,1657052,1657052
H005628-UNEDNP,-20790,127378,127378
H005629-8WNQDK,-1299819,-1299652,-1299652
H005630-UF6FYW,-245128,-911049,-911049
H005631-9TDBZ7,-26947,-41311,-41311
H005632-5AMHAH,3935333,3975444,3975444
H005633-ZB5Z0S,8605355,8408801,8408801
H005634-RWOFYE,-186474,-185502,-185502
H005635-O36AEG,0,0,0
H005636-M7IRLX,7988,7988,7988
H005637-N867XA,77134,77134,77134
H005638-JPZ619,0,0,0
H005639-FEEXJ7,2179331,8860,8860
H005640-ZNUL3J,1913048,1588411,1588411
H005641-81TXB7,-510186,-450473,-450473
H005642-QKLUYI,-95146,458835,458835
H005643-3G5MA4,4186967,4207794,4207794
H005644-CX4Z0T,0,0,0
H005645-UIKK88,-92003,-110581,-110581
H005646-QEO8QX,388118,459911,459911
H005647-7QA7IY,-301923,-1506435,-1506435
H005648-SNEI68,36309,764972,764972
H005649-UTJ2AC,700854,2838512,2838512
H005650-OFEYRV,-682553,-653806,-653806
H005651-WKSGRY,637935,2571289,2571289
H005652-0NSNIM,-118829,-118829,-118829
H005653-LUJMKJ,8352795,8284586,8284586
H005654-IU91AH,88025,7902,7902
H005655-K8BNAN,525592,533728,533728
H005656-ZBX6K5,435111,81102,81102
H005657-TFRD8L,4480962,4449856,4449856
H005658-28LLZ4,4737744,5286850,5286850
H005659-LZNQN0,928887,217850,217850
H005660-QNZTB9,4198462,6957738,6957738
H005661-BDALR0,0,0,0
H005662-8NHGNQ,-436799,-479502,-479502
H005663-YNPKQT,1543232,1649662,1649662
H005664-7H9CKP,0,0,0
H005665-HUYAGA,2736333,2836259,2836259
H005666-V2KFU8,6308143,6009037,6009037
H005667-6NGFET,257514,-26924,-26924
H005668-BHS5TR,7972913,8695399,8695399
H005669-9NTUQR,-112919,-549236,-549236
H005670-UMBW2S,2493900,4082449,4082449
H005671-2B8BA2,1226697,1226697,1226697
H005672-H2VWV6,-285100,-280581,-280581
H005673-3F9Z5Y,-515255,-524976,-524976
H005674-N00KH6,9172,953086,953086
H005675-14WL44,10051,10051,10051
H005676-WZF7NT,560642,1373459,1373459
H005677-GHY00T,1891287,2017614,2017614
H005678-1Y9BCN,0,182068,182068
H005679-T7PHK4,1002516,1499157,1499157
H005680-O7T6LM,618237,3346169,3346169
H005681-AW1CAM,-59652,-289514,-289514
H005682-1P6NJ6,-32621,-32602,-32602
H005683-7XJ24W,-251564,-1096850,-1096850
H005684-R6AZ5V,-306215,-899100,-899100
H005685-MLMQUE,468312,587201,587201
H005686-A6APBI,6620981,6598214,6598214
H005687-IBNCRJ,1088,1088,1088
H005688-UXH5IA,-25744,-25744,-25744
H005689-4AS3JG,3991,3991,3991
H005690-MLZRM0,5947718,5952715,5952715
H005691-LTU1VI,5037335,975900,975900
H005692-912OBV,-49903,-60209,-60209
H005693-GQ73EJ,22750,1147283,1147283
H005694-Y33OSB,1244044,1213468,1213468
H005695-OTJOO7,901625,865011,865011
H005696-HDGM47,8317738,8463136,8463136
H005697-M57KOM,-229269,-185504,-185504
H005698-MNELQK,2591616,6356876,6356876
H005699-ZBVABK,53584,53584,53584
H005700-SU1KEI,7435682,7356116,7356116
H005701-6C884I,4017,4017,4017
H005702-7FO775,1374983,616300,616300
H005703-FZ46QN,1880454,2043574,2043574
H005704-PHZ20B,272791,674584,674584
H005705-B5KBEQ,-110943,-848194,-848194
H005706-VBLDF1,0,0,0
H005707-C8QG8B,55828,11930,11930
H005708-E824WV,3974053,4098519,4098519
H005709-JHSWLS,12020,12020,12020
H005710-C0AS9L,5352,5352,5352
H005711-V0KVCD,-98326,-423724,-423724
H005712-7KQSOL,0,0,0
H005713-GMKVB7,594,594,594
H005714-XIMIO3,7430049,7263325,7263325
H005715-5M1WA2,6920490,6211031,6211031
H005716-RYZC73,0,0,0
H005717-MGYNIT,2529292,3388588,3388588
H005718-2A78QU,-26523,-230197,-230197
H005719-OXY0P2,817433,693124,693124
H005720-OI2814,1021099,1018539,1018539
H005721-I41RGL,-103394,-158020,-158020
H005722-9N8BIE,4000,4000,4000
H005723-1ZKF6Y,1449990,988301,988301
H005724-V0SKV6,2494,2494,2494
H005725-L6O6LP,3392,-186520,-186520
H005726-PXA8MT,2904598,2639986,2639986
H005727-72WF5R,1458286,1415536,1415536
H005728-6TAJNF,0,0,0
H005729-0AZCUB,-94205,-20694,-20694
H005730-0ILXW8,0,0,0
H005731-PVTC3G,11998,11998,11998
H005732-OBYI71,0,0,0
H005733-52ZIAN,-124899,-744243,-744243
H005734-I1KC7M,-317942,-1192757,-1192757
H005735-BMBFK6,-564047,-580272,-580272
H005736-600LN2,3102160,2850732,2850732
H005737-BZLX2W,0,0,0
H005738-7H93W1,2345278,1712749,1712749
H005739-TFU34B,0,0,0
H005740-RP504W,1453148,1819820,1819820
H005741-RSV99I,1336,1336,1336
H005742-3DW4J3,4020,4020,4020
H005743-X2EPF4,1165189,1288298,1288298
H005744-ZCDPBA,-894937,-3134517,-3134517
H005745-OQF0EG,884539,1075193,1075193
H005746-5HLLE4,-70030,1162238,1162238
H005747-TS2HIJ,2574562,2626341,2626341
H005748-FUXN1H,5090277,5407744,5407744
H005749-47T7ZE,1864460,1606716,1606716
H005750-N3LZ19,4336316,5600378,5600378
H005751-D1H5O2,1648131,3897441,3897441
H005752-BQ2UZG,793734,584213,584213
H005753-YVKJ2I,22110,81408,81408
H005754-IWR1JM,7432776,7506410,7506410
H005755-VCZTWO,-42281,-187295,-187295
H005756-OW3CIT,2568655,2739223,2739223
H005757-SMZJVF,12013,12013,12013
H005758-OD4T58,18618,18618,18618
H005759-T9BIOP,-49543,-509837,-509837
H005760-YFMX03,6436,6436,6436
H005761-ELPKMB,188578,5510,5510
H005762-22R7TN,7993,7993,7993
H005763-3L6MI4,0,0,0
H005764-7BNEYY,4398559,4143776,4143776
H005765-JLYGJM,10277533,9700578,9700578
H005766-WC2R4Z,175809,51498,51498
H005767-PKDOP9,-17876,-375375,-375375
H005768-38ZAKN,0,0,0
H005769-TVAQF0,1723199,687871,687871
H005770-6FPWJW,7797,7797,7797
H005771-T0LPU7,0,0,0
H005772-1PPESD,7991,7991,7991
H005773-YTC19B,534850,475253,475253
H005774-WDAU2E,28261,3560,3560
H005775-9KBRQT,1492473,1334883,1334883
H005776-CKDNXR,3149357,3590034,3590034
H005777-AV1PBU,20787,-103652,-103652
H005778-CH0AZY,2831559,2245494,2245494
H005779-74XXF6,1976951,264611,264611
H005780-RXXIOU,-58221,-58221,-58221
H005781-E3EAP0,723653,744565,744565
H005782-KH5ZCH,0,0,0
H005783-C191HP,12006,12006,12006
H005784-C4CSEA,7009301,6782117,6782117
H005785-PKPMI5,4050040,4014156,4014156
H005786-VJ8IF3,745769,714145,714145
H005787-7XWLW7,-4698,732869,732869
H005788-CUFLH4,-394308,-394137,-394137
H005789-Q3Z1O2,837823,994472,994472
H005790-K3TIS9,1543171,1098459,1098459
H005791-RUR7T9,6448,6448,6448
H005792-8DJ8WC,2030046,2056397,2056397
H005793-G4P91L,6626849,6322994,6322994
H005794-OT0HUU,117429,117429,117429
H005795-X8958P,2478393,2399118,2399118
H005796-W44D34,0,0,0
H005797-KR596W,1567921,2789881,2789881
H005798-PGN5T9,11746451,11745298,11745298
H005799-F8T545,12011,12011,12011
H005800-XGTR67,290024,144352,144352
H005801-HO9BNH,1035120,1038641,1038641
H005802-VIMNA5,4011,4011,4011
H005803-A6T72U,1774212,1780266,1780266
H005804-33UO4B,-72746,-88217,-88217
H005805-DDFW0N,5461,5461,5461
H005806-8VDBBT,3932232,3859891,3859891
H005807-SFJSQU,4023535,4697386,4697386
H005808-UC3MGU,0,0,0
H005809-462785,3997,3997,3997
H005810-MK89HI,4831483,4821953,4821953
H005811-1VND66,1880,1880,1880
H005812-97P9MM,-81451,-81219,-81219
H005813-AECFAY,1851427,1697532,1697532
H005814-7F86DR,0,0,0
H005815-3DNRAH,415033,464900,464900
H005816-NLWHE8,-10464,-19493,-19493
H005817-L6YYG7,787237,786572,786572
H005818-LTY9F0,32004,32004,32004
H005819-QWLDHN,0,0,0
H005820-VRV1OH,-287745,-294734,-294734
H005821-AFI9GL,9830538,9806788,9806788
H005822-MJL6SL,577,577,577
H005823-0UZS48,1964447,14379,14379
H005824-TARY5C,0,0,0
H005825-X18EX4,-236355,-774523,-774523
H005826-LLBQFY,0,0,0
H005827-C1TGEL,941423,941423,941423
H005828-UBMPJV,0,0,0
H005829-DU2D1U,4575,780856,780856
H005830-1522SA,3166,3166,3166
H005831-8YAWZG,1465817,5488106,5488106
H005832-S3PCKJ,0,0,0
H005833-Q9ED1W,10222019,10504900,10504900
H005834-WPRZE3,460641,461417,461417
H005835-VKX1NP,1471866,1961593,1961593
H005836-ZQIIHI,3251220,3446786,3446786
H005837-X0OIEV,-333948,-256397,-256397
H005838-BGJ1DP,-22797,-135132,-135132
H005839-C1BZMZ,4003800,4003887,4003887
H005840-8XULOV,-329071,-506248,-506248
H005841-6T1YF7,1888401,1900782,1900782
H005842-I1WCSN,1162278,2515040,2515040
H005843-9MFAJ8,-251846,-1115553,-1115553
H005844-LDHHR0,-134317,-877549,-877549
H005845-EN4CXC,-299826,-311853,-311853
H005846-GFCEEC,359741,300734,300734
H005847-EI943B,7151,395384,395384
H005848-GLFISJ,1381737,2365596,2365596
H005849-K531UN,3370308,3979447,3979447
H005850-KV4F0O,25902,31727,31727
H005851-EJENDB,761902,601775,601775
H005852-1AO0WU,3483,3483,3483
H005853-3PSDYH,0,0,0
H005854-VUTXW4,297831,15,15
H005855-07VUS6,631671,0,0
H005856-3KG4L9,6159616,6000868,6000868
H005857-UX6JWE,32922,32922,32922
H005858-S7MYHK,-764388,-989584,-988478
H005859-4QN7TR,-288284,-298409,-298409
H005860-HYWSPE,-269522,-305784,-305784
H005861-YDHZCD,-74876,-73586,-73586
H005862-HMJTJL,4842118,5511370,5511370
H005863-28L7MP,-92587,-134147,-134147
H005864-IJOOGS,7639668,8727419,8727419
H005865-9GQ83T,828071,1017097,1017097
H005866-22W1BN,611444,766521,766521
H005867-3J4MAT,195183,170033,170033
H005868-PHF3HG,6007012,5386098,5386098
H005869-TEWW40,1568119,1997595,1997595
H005870-BCTBVI,-262041,-385742,-385742
H005871-GHGPWO,0,0,0
H005872-QBMKKK,3432921,6555988,6555988
H005873-HCSGTV,8005,8005,8005
H005874-RSKVGN,3299101,3291882,3291882
H005875-PBJVXR,0,1122979,1122979
H005876-R98SE6,-37471,-178689,-178689
H005877-8XWTUS,-267727,-267740,-267740
H005878-5HEPB8,0,0,0
H005879-ZLFL8U,177125,177125,177125
H005880-YPLIZO,-85109,746505,746505
H005881-XAA91J,2635181,2635323,2635323
H005882-SH83TY,4207171,4623338,4623338
H005883-2TB2UT,0,0,0
H005884-PD8JOD,3199444,2620467,2620467
H005885-SWVJGK,-7945,151865,151865
H005886-JDZOMR,219110,247402,247402
H005887-JTLKF5,23381,22580,22580
H005888-SL5N6L,273835,273835,273835
H005889-MMIII1,-80940,-333258,-333258
H005890-937QDH,0,109052,109052
H005891-PMB57I,93716,98053,98053
H005892-FW9ZKZ,0,0,0
H005893-KAMFCW,2714559,2461951,2461951
H005894-7GQVSP,2482923,2090768,2090768
H005895-IZ9OQ2,1260366,1329591,1329591
H005896-OX64UU,8074,8074,8074
H005897-6QUVTL,0,0,0
H005898-QJQG96,3138421,4328329,4328329
H005899-U6CYQM,0,0,0
H005900-4YTXBW,851104,924754,924754
H005901-K3W15H,21641,21641,21641
H005902-KKSYBM,1592269,1620374,1620374
H005903-92LV8F,1243190,632656,632656
H005904-Q23B3B,3529575,5604074,5604074
H005905-FGTK3P,-556552,-1658460,-1658460
H005906-W0WSZJ,1701188,0,0
H005907-9US6Z1,-73599,-314597,-314597
H005908-BMIO7R,-460903,-416303,-416303
H005909-NG2FH2,0,44190,44190
H005910-0VWBLW,-152889,-144461,-144461
H005911-S48AO3,-28337,-132356,-132356
H005912-JEL7Y0,4469116,5522327,5522327
H005913-HOKZ4I,-218052,-845847,-845847
H005914-E4LTQ7,4369796,3588769,3588769
H005915-RH1347,-328564,-1195578,-1195578
H005916-MX43UB,1169719,1285135,1285135
H005917-0U0EQZ,0,0,0
H005918-32RI0U,2898898,2911841,2911841
H005919-02MTLK,3546502,3355049,3355049
H005920-RR0I1F,1654860,442558,442558
H005921-XL4FCB,771693,748261,748261
H005922-7BKEJW,4620906,4572921,4572921
H005923-J43CK1,0,0,0
H005924-C3HWSW,0,0,0
H005925-T1TTRH,10683,10683,10683
H005926-KSVP4X,3472778,0,0
H005927-7EY3IX,2410761,3019391,3019391
H005928-C0Y9NA,779966,43535,43535
H005929-R3U580,1353984,1366909,1366909
H005930-2DBLVH,-46849,-185412,-185412
H005931-4VHP26,0,0,0
H005932-5RXD77,-143773,-173950,-173950
H005933-XLX282,306104,2011451,2011451
H005934-E89J0H,0,0,0
H005935-SLVV7D,-441426,-425926,-425926
H005936-GP6SQO,875810,1277192,1277192
H005937-U54TVQ,0,0,0
H005938-YT1D7D,-89486,-164709,-164709
H005939-NFLOHF,99526,99526,99526
H005940-AL0XWQ,2709034,3190886,3190886
H005941-JH5KVC,7418,7418,7418
H005942-0RW1IQ,2295437,1893603,1893603
H005943-E1MC2G,2104937,387134,387134
H005944-6WF5RP,1977669,2082374,2082374
H005945-ZO3BJY,0,0,0
H005946-4VH38N,4003432,3529707,3529707
H005947-Z9JEVU,3312428,4352386,4352386
H005948-ZGCHN2,864158,1682382,1682382
H005949-YUAKU0,8014,150603,150603
H005950-1GSOZ9,12019,12019,12019
H005951-T49IIN,3910730,4195979,4195979
H005952-X59LHI,-16858,-41952,-41952
H005953-K3L365,13916,3887,3887
H005954-NCCFJ7,62934,8386,8386
H005955-21AVCB,653212,653212,653212
H005956-U3XB78,-239219,-243349,-243349
H005957-Q9MDI7,11472740,12387670,12387670
H005958-9GV7F3,677226,1761747,1761747
H005959-CZ3168,4002075,5710400,5710400
H005960-NG2GPD,-37803,-52377,-52377
H005961-XTYD8B,11165,11165,11165
H005962-UR1K0I,-64611,-65692,-65692
H005963-EINW6H,4015,4015,4015
H005964-G7DR4A,0,0,0
H005965-YT3TST,-345582,-1334706,-1334706
H005966-0D4VZ9,559848,543499,543499
H005967-QY5EWP,208350,25755,25755
H005968-HQLU3O,0,0,0
H005969-CFW3M9,-72386,-196965,-196965
H005970-YJQ05E,-159498,-569104,-569104
H005971-YYPRHK,2945673,2843847,2843847
H005972-GFJOMT,17429,17429,17429
H005973-9THZHH,3386732,4694137,4694137
H005974-GZRQ5N,0,0,0
H005975-7KU5JM,297463,609693,609693
H005976-JZ8P8Y,0,0,0
H005977-Q2N8B0,2709952,2709952,2709952
H005978-XZBEF9,-2331,-2331,-2331
H005979-XQJZBJ,7988,7988,7988
H005980-1QDDV6,718444,2339665,2339665
H005981-8YRNPL,3802389,3808619,3808619
H005982-V3PU7E,3096733,3464694,3464694
H005983-SG1ZUX,4005,4005,4005
H005984-2SW7CS,0,0,0
H005985-6ZOMQ7,-356490,-354298,-354298
H005986-D9BK6G,7581831,6387642,6387642
H005987-AZ80Z2,1504135,1540779,1540779
H005988-7J5IPN,6758659,5722192,5722192
H005989-PN4QMF,4725762,3713077,3713077
H005990-CY2Q7A,3077844,2071945,2071945
H005991-ZTRJXU,2529913,3708500,3708500
H005992-5WRHZ1,3977207,4000169,4000169
H005993-YJHPL3,7217,7217,7217
H005994-ITFT6D,6205955,7393493,7393493
H005995-IQIOSA,0,0,0
H005996-0C2R4G,874425,541379,541379
H005997-J361SX,-75802,-143696,-143696
H005998-EEZDFA,561747,1197171,1197171
H005999-PSWEN9,0,0,0
H006000-Q4A0DW,-89710,-315027,-315027
H006001-OBW8BU,223182,234475,234475
H006002-48FE6G,-451055,-467193,-467193
H006003-UOO8XF,315864,464314,464314
H006004-8N5ULI,11682,11682,11682
H006005-UCFVOZ,6710254,6706228,6706228
H006006-P2USTB,5469549,6305379,6305379
H006007-0CZSIZ,1958756,2025542,2025542
H006008-CVO0RP,2200127,624374,624374
H006009-3Q74OF,3211,3211,3211
H006010-YEODWU,5120853,6631909,6631909
H006011-B9NGEW,0,0,0
H006012-ZE5J12,2044785,2474641,2474641
H006013-8JHMMA,-235388,-191319,-191319
H006014-76JCKI,221798,12010,12010
H006015-27NT6C,9610,9610,9610
H006016-QOHH1A,753131,933852,933852
H006017-1Z7CKZ,12543795,13695289,13695289
H006018-OCS6SR,2611639,2689942,2689942
H006019-IANTHM,3262180,540353,540353
H006020-1U0K28,3832379,3869274,3869274
H006021-2W6YG3,4772257,4510143,4510143
H006022-S0OHIH,4018,533889,533889
H006023-4K3R5U,1417169,1411424,1411424
H006024-951I0L,1479870,2596936,1909076
H006025-6TZ6R4,2389826,2659945,2659945
H006026-YJCRE1,918563,1104332,1104332
H006027-OXHIDR,5322104,4579901,4579901
H006028-D4BS12,3594654,597894,597894
H006029-7S3EJH,489440,120236,120236
H006030-UX9HQU,0,0,0
H006031-RK36VX,4757131,5754245,5754245
H006032-YLZI6K,3567834,3541187,3541187
H006033-J740S6,-22931,-111725,-111725
H006034-CWHP9W,0,0,0
H006035-CTWYU9,3883,3883,3883
H006036-554BFM,-542512,-545637,-545637
H006037-0HT41P,-419311,-548980,-548980
H006038-12TK1F,0,0,0
H006039-1LC16T,756,756,756
H006040-N4M8A1,8602286,8643547,8643547
H006041-L948NK,3606189,3051789,3051789
H006042-FOY4EL,0,0,0
H006043-IRQCFW,0,0,0
H006044-HVYC68,3631014,3504650,3504650
H006045-JM0W8S,863339,911005,911005
H006046-3X8OID,6114589,7218010,7218010
H006047-9XRMFV,213353,213353,213353
H006048-IPPMLO,3184081,3156817,3156817
H006049-CBBGV9,477133,398305,398305
H006050-J83VUZ,51271,4018,4018
H006051-T37F8J,1363328,0,0
H006052-9UXJZV,3351666,1332930,1332930
H006053-2JDH01,770608,2459255,2459255
H006054-5QS1JO,1571199,2372938,2372938
H006055-7UOX8L,8008,8008,8008
H006056-K0L0XP,5997633,6344161,6344161
H006057-EN651A,3365904,1456428,1456428
H006058-TGCAUO,-134460,-135096,-135096
H006059-ZZZYTB,2101886,2265731,2265731
H006060-PLAXPF,4658267,5215198,5215198
H006061-8Y6U2W,-250428,-267542,-267542
H006062-MFV0IU,409603,392648,392648
H006063-66HKVE,-336827,-1188954,-1188954
H006064-XJZKTE,9330792,7413973,7413973
H006065-HGHGI1,1884317,1912471,1912471
H006066-E1UDWS,-393104,-1334105,-1334105
H006067-BZ1V89,-440235,-1010911,-1010911
H006068-K9IPYH,0,0,0
H006069-NEDV4B,10973,10973,10973
H006070-04U81M,-36809,-25635,-25635
H006071-HN3N4Z,-75823,-39218,-39218
H006072-P2SZZ3,7157,7157,7157
H006073-74PV5T,-164474,-826913,-826913
H006074-E3X8IE,0,0,0
H006075-E08GJR,0,0,0
H006076-Z0BBYY,-289987,-257236,-257236
H006077-BNKNB8,21195,82344,82344
