taxpayer_id,out_v1,out_v2,out_v3
H005159-BFTZ8J,-88554,-88554,-122539
H005160-X7VC21,172909,906399,172909
H005161-RVJ4WB,6343602,6343602,6343602
H005162-C6E7HR,1083100,1083100,1083100
H005163-4UFCH5,3172775,3172775,3172775
H005164-AVVTVL,0,0,0
H005165-GTKVZ7,0,0,0
H005166-B0FJ38,2638321,2638321,2638321
H005167-704ZI1,1827368,1827368,1827368
H005168-0L3JJS,16768,16768,16768
H005169-US5PRK,0,0,0
H005170-TOMLCD,6966193,6966193,6966193
H005171-2L2ZL4,1515520,1515520,1515520
H005172-Z9AUCW,1775,1775,1775
H005173-8T16OF,-248717,-248717,-248717
H005174-NSPT2Z,-136428,-136428,-136428
H005175-3PWC2Q,1029685,1029685,1029685
H005176-NZ3XL0,-165102,-165102,-165102
H005177-BDIPQT,28783,28783,28783
H005178-8NHWPO,5875287,5875287,5875287
H005179-0CZ9AV,2557697,2557697,2557697
H005180-IO3J6G,1458667,1458667,1458667
H005181-612JU6,-144015,-144015,-144015
H005182-HN2JN7,5091694,5091694,5091694
H005183-TZ4OBZ,-665513,-665513,-665513
H005184-W0U22P,0,0,0
H005185-8NXR9Q,0,0,0
H005186-64NYYI,756620,756620,756620
H005187-O4ED0Y,124791,124791,124791
H005188-PKAUBQ,-508351,-508351,-508351
H005189-09ZZ4H,-427072,-427072,-427072
H005190-FE1A4G,778407,778407,778407
H005191-0RNP7Y,-1793067,-1793067,-1793067
H005192-N2HJMO,1461686,1461686,1461686
H005193-HM33A2,585170,585170,585170
H005194-QQP2YB,2133814,2133814,2133814
H005195-KH4XUX,6220494,6220494,6220494
H005196-SW5DKY,1625260,1625260,1625260
H005197-TIWSMP,1186735,1186735,1186735
H005198-YQ32Z3,4782831,4782831,4782831
H005199-9URIXD,-351834,-351834,-330136
H005200-RXC9OJ,3990,3990,3990
H005201-AN499Q,5977,5977,5977
H005202-9JZCQQ,-475348,-475348,-475348
H005203-3YTTFV,2753817,2753817,2753817
H005204-Y926ZY,986895,986895,986895
H005205-XOEGYK,430162,430162,430162
H005206-19KN7C,49,49,49
H005207-J82N6H,6967089,6967089,6967089
H005208-MNHT5P,-1841564,-1841564,-1841564
H005209-0HHGT2,0,0,0
H005210-759LD4,1073911,1073911,1073911
H005211-1P3A7G,616245,616245,616245
H005212-JUAO9V,1530869,1530869,1530869
H005213-1VV1RJ,3642065,3642065,3642065
H005214-0RUF6Y,9403139,9403139,9403139
H005215-F4GDJO,-646139,-646139,-646139
H005216-WOPA39,-100663,-100663,-100663
H005217-FMXPJE,864,864,864
H005218-XRYYB0,42069,42069,42069
H005219-CBT15A,489519,489519,489519
H005220-SFNBV5,25116,25116,25116
H005221-DQRQY7,-53000,-53000,-53000
H005222-37SYX4,-100015,-100015,-100015
H005223-243VDM,5938992,5938992,5938992
H005224-F8I6XO,-83605,-83605,-72227
H005225-6KNTAH,824574,824574,824574
H005226-3XZP3G,550201,550201,550201
H005227-MMTDFI,-621552,-621552,-621552
H005228-7H60WG,6029,6029,6029
H005229-QPY3AB,3572971,3572971,3572971
H005230-KE2V1B,5688,5688,5688
H005231-5I4HQR,2351746,2351746,2351746
H005232-FHQPL6,10418,10418,10418
H005233-8INZJS,0,0,0
H005234-QANBKS,-1184863,-1184863,-1208723
H005235-AC1J7U,2524681,2524681,2524681
H005236-DFDLAG,703023,703023,648760
H005237-4036AO,0,0,0
H005238-0BY7EF,891571,891571,891571
H005239-DM5Y8M,51273,51273,51273
H005240-UPCFYG,3266765,3266765,3266765
H005241-W8RNMM,2058480,2058480,2058480
H005242-CZRPW5,3018187,3018187,3018187
H005243-SMQQJZ,11240,11240,11240
H005244-7KXIRU,63878,63878,63878
H005245-N5686V,0,0,0
H005246-AQRXGO,2559091,2559091,2559091
H005247-0UBN7J,1762156,1762156,1762156
H005248-M0GW3D,113,113,113
H005249-05Z410,-944856,-944856,-944856
H005250-ZGFVX4,4805742,4805742,4805742
H005251-VB7P6H,89361,89361,89361
H005252-E8ZJT1,0,0,0
H005253-JKB8U3,2156139,2156139,2156139
H005254-UJ67BU,975511,975511,975511
H005255-XF55LH,-1892339,-1892339,-1892339
H005256-BGTQ0L,3344892,3344892,3344892
H005257-F6L3ZO,1025148,1025148,1025148
H005258-1HF0TS,1072112,1072112,1072112
H005259-WE3KC1,-389965,-389965,-389965
H005260-FSNY3X,4361149,4361149,4361149
H005261-17NCYN,2270398,2270398,2270398
H005262-WADE28,4394885,4394885,4394885
H005263-JCGV3T,-41023,-41023,-41023
H005264-08RLGX,2346712,2346712,2346712
H005265-R4IC0G,4372436,4372436,4372436
H005266-B3TBGP,1667132,1667132,1669468
H005267-8KCR08,431776,431776,431776
H005268-MXZIQN,6784270,6784270,6784270
H005269-T55WTD,-499639,-499639,-499639
H005270-4O1TJR,2731294,2731294,2632582
H005271-ALADJA,20241,20241,20241
H005272-FTOHTH,-71170,-71170,-71170
H005273-M6MYEG,0,0,0
H005274-UAGDAM,105997,105997,105997
H005275-33AVYK,5153,5153,5153
H005276-D7MJKV,-426019,-426019,-426019
H005277-23TL89,9190,9190,9190
H005278-Z9Q361,2594060,2594060,2594060
H005279-RDAPVH,264398,264398,264398
H005280-9TIU9M,-162971,-162971,-162971
H005281-RMGODN,1828462,1828462,1828462
H005282-X2ZKQG,0,0,0
H005283-MKJJQP,2634185,2634185,2634185
H005284-PSCF7J,-33172,-33172,-33172
H005285-9ILZ9W,4127,4127,3997
H005286-8EIS4N,5491805,5491805,5491805
H005287-HS7N6R,6347360,6347360,6347360
H005288-4VYOMT,3505794,3505794,3505794
H005289-OV7RN0,3312520,3312520,3312520
H005290-1JIF2Z,-15078,-15078,-15078
H005291-KV6DJW,2862558,2862558,2862558
H005292-S6B7SS,-1027751,-1027751,-1027751
H005293-GZOKPC,26289,26289,26289
H005294-DMB30M,17464,17464,17464
H005295-GUKBXU,0,0,0
H005296-18PD5U,12273601,12273601,12273601
H005297-RT7HIJ,3997,3997,3997
H005298-QTP2I8,9362974,9362974,9362974
H005299-T0Y0MD,7991,7991,7991
H005300-39ANM1,4404156,4404156,4404156
H005301-5FKSDJ,0,0,0
H005302-481Z1C,0,0,0
H005303-5UK6EI,-552595,-552595,-552595
H005304-UCGQ75,-126690,-126690,-126690
H005305-CJTCKC,56579,56579,56579
H005306-5BHTDM,12002,12002,12002
H005307-QPMAQ4,-472520,-472520,-472520
H005308-7W9LMS,9242889,9242889,9242889
H005309-ZXGA8T,12003,12003,12003
H005310-KIGM03,3719,3719,3719
H005311-M8P6S0,-2367841,-2367841,-2367841
H005312-7X9ROF,-66231,-66231,-66231
H005313-3V465V,0,0,0
H005314-KGKILE,6825,6825,6825
H005315-YB6AOM,2337306,2337306,2337306
H005316-P8TW9Y,443853,443853,443853
H005317-ZCP1R6,2218395,2218395,2218395
H005318-KWK3M6,2859,2859,2859
H005319-N548YA,0,0,0
H005320-AQT87K,-255888,-255888,-255888
H005321-QB1Y0M,994634,994634,994634
H005322-VT50SZ,5940302,5940302,5940302
H005323-IT9ID2,-596481,-596481,-596481
H005324-U8MH79,-35525,-35525,-35525
H005325-GBIHSU,0,0,0
H005326-RUSBHQ,1192887,1192887,1192887
H005327-GOX8JX,0,0,0
H005328-VA8FH7,1801925,1801925,1801925
H005329-R2BH3H,6793877,6793877,6793877
H005330-4B32AS,2801,2801,2801
H005331-8V0Y3H,-73402,-73402,-73402
H005332-MK52AJ,6405976,6405976,6405976
H005333-I0P31C,2843,2843,2843
H005334-X6Z4ZU,4860146,4860146,4860146
H005335-XHOX18,361225,361225,361225
H005336-KJX11X,5972926,5972926,5972926
H005337-7DNZM3,0,0,0
H005338-5QLJK0,2820603,2820603,2820603
H005339-30YW3W,5787212,5787212,5787212
H005340-F5F1TK,552,552,552
H005341-FH2ABX,189493,189493,189493
H005342-XS1H89,3179257,3179257,3179257
H005343-B05CE3,3396578,3396578,3396578
H005344-OI32OQ,2404816,2404816,2404816
H005345-5JKGVI,1552668,1552668,1552668
H005346-FZU4TJ,2636542,2636542,2636542
H005347-BUJMA2,-232008,-232008,-232008
H005348-I0GOS0,1693544,1693544,1693544
H005349-OU07ZC,-117109,-117109,-117109
H005350-189D8E,7030093,7030093,7030093
H005351-HCU87W,4165870,4165870,4304272
H005352-93PND4,-889303,-889303,-889303
H005353-HR9A6X,2270760,2270760,2270760
H005354-78KBWE,4408249,4408249,4408249
H005355-DGLM4O,875965,875965,875965
H005356-4HMZ6I,-76121,-76121,-76121
H005357-X487UN,-243852,-243852,-243852
H005358-20GJ1Y,53216,53216,53216
H005359-5KYZMQ,29893,29893,29893
H005360-FPZZ5E,-341911,-399557,-396366
H005361-WDUQS3,-214678,-214678,-214678
H005362-OU0T4T,3269880,3269880,3269880
H005363-JWYX47,-84322,-84322,-84322
H005364-FKC2B8,733683,733683,733683
H005365-0UIRNL,3601,3601,3601
H005366-GQKCB2,3366288,3366288,3366288
H005367-MRC7OG,5392623,5392623,5392623
H005368-PRE8LD,8360577,8360577,8360577
H005369-PO7IOO,867146,867146,867146
H005370-SJYATX,2421094,2421094,2421094
H005371-RQRYFC,416106,416106,416106
H005372-YSW4RH,158893,158893,158893
H005373-JZ3795,0,0,0
H005374-CSZL60,3198147,3198147,3198147
H005375-3F0D9G,0,0,0
H005376-8H4ROH,2200,2200,2200
H005377-7RX95B,1257108,1257108,1257108
H005378-36VEZL,0,0,0
H005379-G5JJP3,3614316,3614316,3614316
H005380-K5JX0G,323182,323182,323182
H005381-5DCQIM,611809,611809,611809
H005382-6NZEA8,1777477,1777477,2535461
H005383-THAF6I,7609555,7609555,7609555
H005384-CMRMXM,-113595,-113595,-113595
H005385-THAGFT,-407986,-407986,-407986
H005386-G2XJQ7,1563813,1563813,1563813
H005387-GZBJHL,1356703,1356703,1356703
H005388-OIMOHE,4248065,4248065,4248065
H005389-0FVE09,32091,32091,32091
H005390-3NVIBG,7053916,7053916,7053916
H005391-S1F7OB,2426993,2426993,2426993
H005392-OISWNZ,48,48,48
H005393-JHQAMZ,4175297,4175297,4175297
H005394-RYB4VJ,986510,986510,986510
H005395-VGDQWM,0,0,0
H005396-2TJQRR,-2352856,-2352856,-2352856
H005397-0T4X7M,585,585,585
H005398-DJNOXH,874375,874375,874375
H005399-F44304,0,0,0
H005400-UN230K,-521205,-521205,-521205
H005401-ZSGB94,0,0,0
H005402-W2K469,-42753,-42753,-42753
H005403-D8DZNK,-1119421,-1119421,-1119421
H005404-2352RN,7372918,7372918,7372918
H005405-F5TVF2,8005,8005,8005
H005406-D3TPA2,-147707,-147707,-147707
H005407-ONP3XH,814926,814926,814926
H005408-LV9UYD,9302928,9302928,9628349
H005409-55PGUZ,0,0,0
H005410-5W6J8O,919949,919949,919949
H005411-R5ZQRB,637521,637521,637521
H005412-JFORN5,653338,653338,653338
H005413-71ZS7X,-786644,-786644,-786644
H005414-FCBEBM,1072447,1072447,1072447
H005415-7KNCUC,444266,444266,444266
H005416-SDBNE2,6213330,6213330,6213330
H005417-WV7PVM,550347,550347,550347
H005418-ZVJHSW,7330,7330,7330
H005419-LRXA9E,-125353,-125353,-127635
H005420-AXPV9U,3227512,3227512,3227512
H005421-W37FYS,901714,901714,901714
H005422-961XZB,1309851,1309851,1309851
H005423-6EQ6KT,8435,8435,8435
H005424-KEMV3U,-877586,-877586,-877586
H005425-MTKEL3,1474111,1474111,1474111
H005426-6E94DN,1639375,1639375,2169386
H005427-A4HWRS,-185780,-185780,-185780
H005428-16KL0A,-1649581,-1649581,-1649581
H005429-8H0DYQ,13199,13199,13199
H005430-8LVKI0,0,0,0
H005431-OSAMQW,1223599,1223599,1223599
H005432-Q7P5R3,1445486,1445486,1445486
H005433-EBT595,5299908,5299908,5299908
H005434-7OZ4PX,-1076030,-1076030,-1076030
H005435-FXXHB7,3422744,3422744,3422744
H005436-O4EU7C,2419523,2419523,2419523
H005437-TN3BIH,0,0,0
H005438-D34UA9,2086271,2086271,2086271
H005439-6VB17L,-193435,-193435,-193435
H005440-OIRS8A,11998,11998,11998
H005441-H6HAT9,2021507,2021507,2021507
H005442-QRIVE9,9384,9384,9384
H005443-7PBH2P,0,0,0
H005444-DVJ1MM,-140097,-140097,-140097
H005445-N0EKO5,114415,114415,114415
H005446-EZ5SKY,4816552,4816552,4816552
H005447-57DUK9,3447108,3447108,3447108
H005448-3CVB7E,6110014,6110014,6110014
H005449-40DYEO,1404441,1404441,1404441
H005450-LSJJ7T,7164997,7164997,7164997
H005451-SU07R7,3622426,3622426,3622426
H005452-6DMZKL,5184,5184,5184
H005453-CTIFBI,2790689,2790689,2790689
H005454-IY5IZV,2180065,2180065,2180065
H005455-XTC2KA,0,0,0
H005456-HRZR8P,-486642,-486642,-486642
H005457-LX5FI9,-481067,-481067,-481067
H005458-KWCG9T,1283969,1283969,1283969
H005459-OYLPPW,3934167,3934167,3934167
H005460-XYPUPZ,8553435,8553435,8553435
H005461-QLTSSG,55269,55269,55269
H005462-2YEH3P,0,0,0
H005463-CKRFAI,0,0,0
H005464-B5JHVV,-63329,-63329,-63329
H005465-N35AEO,1886830,1886830,1886830
H005466-Q305IK,-287466,-287466,-284836
H005467-J2LPNH,3986,3986,3986
H005468-203IUI,6516,6516,6516
H005469-PWI8SP,16960,16960,16960
H005470-O1KT85,-742294,-742294,-742294
H005471-6LLAM1,0,0,0
H005472-AW0D0R,0,0,0
H005473-30QGES,679676,679676,679676
H005474-4Q4LN8,924829,924829,924829
H005475-E590UR,-1324364,-1324364,-1324364
H005476-ZQJTP5,641462,641462,641462
H005477-V3EJTB,8684471,8684471,8684471
H005478-XARPNS,-178754,-178754,-178754
H005479-KU1C2T,-156160,-156160,-156160
H005480-62O2SG,0,0,0
H005481-BF5M6O,-3568552,-3568552,-3568552
H005482-PUZTX5,0,0,0
H005483-W9EP04,1793543,1793543,1793543
H005484-ZJ26JS,-530496,-530496,-530496
H005485-JWWQZR,0,0,0
H005486-5ZV2Q4,3675633,3675633,3675633
H005487-JWICE4,7576084,7576084,7576084
H005488-QZJ46F,8758,8758,8758
H005489-3TQYR2,6860800,6860800,6860800
H005490-X5UVXD,-206324,-206324,-206324
H005491-UUFZJW,4960784,4960784,4992360
H005492-L5LKAI,4184,4184,4184
H005493-D1VLD2,3136591,3136591,3136591
H005494-RR6K1H,3404,3404,3404
H005495-89Q0B9,805791,805791,805791
H005496-4IAKOP,4015,4015,4015
H005497-VHR6WC,3992008,3992008,3992008
H005498-KT6PI9,0,0,0
H005499-PLEXAB,2424279,2424279,2424279
H005500-CFR61L,5205568,5205568,5205568
H005501-XIPH6X,8887809,8887809,8887809
H005502-0SG6BE,7371163,7371163,7371163
H005503-JAICZ4,-1479832,-1479832,-1479832
H005504-V4ZM0S,373358,373358,373358
H005505-C0QAC1,-1708684,-1708684,-1708684
H005506-27376S,8000,8000,8000
H005507-SFA1C4,1838677,1838677,1838677
H005508-JC13B7,-104644,-104644,-104644
H005509-3AFLLY,0,0,0
H005510-Y2ZZ9Q,6261509,6261509,6261509
H005511-JYHSOX,377,377,377
H005512-V6J52N,0,0,0
H005513-020QY4,-560137,-560137,-560137
H005514-PRG52B,0,0,0
H005515-XBZMCW,66690,66690,66690
H005516-WVJSRR,9245256,9245256,9245256
H005517-0AV11V,4405822,4405822,4405822
H005518-9VMHG3,-2488625,-2488625,-2488625
H005519-KZ8F0O,6737087,6737087,6737087
H005520-4E0S50,77647,77647,77647
H005521-Y5C53S,976897,976897,976897
H005522-SY55WU,5067,5067,5067
H005523-9L8XEI,4064127,4064127,4064127
H005524-MSLSID,-22952,-22952,-22952
H005525-QP1YDK,0,0,0
H005526-D2GIT4,0,0,0
H005527-8F9TSK,-412048,-412048,-412048
H005528-3DSO6J,0,0,0
H005529-ZVZ6U9,-117608,-117608,-117608
H005530-49GMW9,-561400,-561400,-561400
H005531-4V9QOH,-169382,-169382,-169382
H005532-LKJ3E6,-20196,-20196,-20196
H005533-USFZC5,3721778,3721778,3721778
H005534-GNIDN3,90400,90400,90400
H005535-WNIA51,-89090,-89090,-89090
H005536-B3W7V4,0,0,0
H005537-4CXTE5,71955,71955,71955
H005538-27RHAE,9562782,9562782,9562782
H005539-LCN3H8,753891,753891,753891
H005540-KOJDB5,941449,941449,941449
H005541-XNGD65,2552938,2552938,2552938
H005542-QZUPC5,3001445,3001445,3001445
H005543-W980V0,-148985,-148985,-148985
H005544-24Q55X,2279983,2279983,1708648
H005545-LLW92O,915855,915855,915855
H005546-FNXQNF,4273461,4273461,4273461
H005547-Y426UE,3173095,3173095,3173095
H005548-BK9IRP,2182711,2182711,2182711
H005549-2C3OST,387507,387507,387507
H005550-A5PN4C,-551243,-551243,-551243
H005551-6YWQRF,1832441,1832441,1832441
H005552-OU4NQ9,-151981,-151981,-151981
H005553-F07L39,3341140,3341140,3341140
H005554-NHEVYK,2476798,2476798,2476798
H005555-207VTK,-85882,-85882,-85882
H005556-ZI8A8B,5397,5397,5397
H005557-AC1NLE,0,0,0
H005558-F11N5F,0,0,0
H005559-NORL8O,4010,4010,4010
H005560-G4BWB7,4010610,4010610,4010610
H005561-WC8Z55,0,0,0
H005562-VDGFSQ,8868695,8868695,8868695
H005563-8Y60SU,-608230,-608230,-608230
H005564-CWTQTR,8019,8019,8019
H005565-05GBWO,118945,118945,118945
H005566-J3GY4S,2036403,2036403,2036403
H005567-JLQ4LK,-265268,-265268,-265268
H005568-AQPR24,0,0,0
H005569-X7SCD2,0,0,0
H005570-WWK6UH,2071980,2071980,2071980
H005571-I68A3L,79221,79221,79221
H005572-P8L8PI,778557,778557,778557
H005573-9N47XE,940857,940857,940857
H005574-8Q2522,918992,918992,918992
H005575-D2C24U,0,0,0
H005576-9EFU6X,8850,8850,8850
H005577-42AIR1,8865568,8865568,8865568
H005578-CRWEA8,-164298,-164298,-164298
H005579-T0ONCN,2666779,2666779,2666779
H005580-NQE257,11988,11988,11988
H005581-0HVD0Y,1365836,1365836,1365836
H005582-0P7KTQ,56024,56024,56024
H005583-SK1TOP,46636,46636,46636
H005584-AQEXZ6,11987,11987,11987
H005585-3GM2OA,1428631,1428631,1428631
H005586-PAAQXU,200827,200827,200827
H005587-IMLU50,3986,3986,3986
H005588-IR01VW,1065407,1065407,1065407
H005589-TUI2JG,9784148,9784148,9784148
H005590-UGZAXD,4152650,4152650,4152650
H005591-RCM2CT,-146054,-146054,-146054
H005592-XHMZ00,6098541,6098541,6098541
H005593-7UHYDU,954509,954509,954509
H005594-18CW39,3531811,3531811,3531811
H005595-G876FX,-557231,-557231,-557231
H005596-EBHDB5,0,0,0
H005597-VTLGI5,1503411,1503411,1503411
H005598-RG5AG0,0,0,0
H005599-8J6PKK,8388926,8388926,8388926
H005600-HI2AJ6,-553593,-553593,-553593
H005601-Q5UVYX,0,0,0
H005602-AXWLFJ,38366,38366,38366
H005603-6NZXXN,7353,7353,7353
H005604-J267AC,-2657692,-2657692,-2657692
H005605-9IPJJV,11985,11985,11985
H005606-R2UUX6,2956,2956,2956
H005607-N7PGWP,-307922,-307922,-307922
H005608-VQ56LR,0,0,0
H005609-G69TU3,17898,17898,17898
H005610-NAYG3M,0,0,0
H005611-6HN8LM,3071742,3071742,3071742
H005612-NXMCXB,-810239,-810239,-810239
H005613-UVDHP0,4623241,4623241,4623241
H005614-K6RT7W,3073683,3073683,3073683
H005615-XUH4A3,403690,403690,403690
H005616-7LH6F7,-1432558,-1432558,-1432558
H005617-ZPSVWU,6066463,6066463,6066463
H005618-1GAJDN,-529946,-529946,-134244
H005619-A5QLEO,8006,8006,8006
H005620-P64YR7,0,0,0
H005621-Z4NK76,6280840,6280840,6280840
H005622-2AS3QN,3029285,3029285,3029285
H005623-RZCVYV,5953946,5953946,5953946
H005624-KGW5W6,773729,773729,773729
H005625-HCGSRW,-1006592,-1006592,-1006592
H005626-G5PDYH,-96090,-96090,-96090
H005627-417FYN,1657052,1657052,1657052
H005628-UNEDNP,127378,127378,127378
H005629-8WNQDK,-1299652,-1299652,-1299652
H005630-UF6FYW,-911049,-911049,-911049
H005631-9TDBZ7,-41311,-41311,-41311
H005632-5AMHAH,3975444,3975444,3975444
H005633-ZB5Z0S,8408801,8408801,8408801
H005634-RWOFYE,-185502,-185502,-185502
H005635-O36AEG,0,0,0
H005636-M7IRLX,7988,7988,7988
H005637-N867XA,77134,77134,77134
H005638-JPZ619,0,0,0
H005639-FEEXJ7,8860,8860,8860
H005640-ZNUL3J,1588411,1588411,1588411
H005641-81TXB7,-450473,-450473,-450473
H005642-QKLUYI,458835,458835,458835
H005643-3G5MA4,4207794,4207794,4207794
H005644-CX4Z0T,0,0,0
H005645-UIKK88,-110581,-110581,-110581
H005646-QEO8QX,459911,459911,459911
H005647-7QA7IY,-1506435,-1506435,-1506435
H005648-SNEI68,764972,764972,764972
H005649-UTJ2AC,2838512,2838512,2778093
H005650-OFEYRV,-653806,-653806,-653806
H005651-WKSGRY,2571289,2571289,2794398
H005652-0NSNIM,-118829,-118829,-118829
H005653-LUJMKJ,8284586,8284586,8284586
H005654-IU91AH,7902,7902,7902
H005655-K8BNAN,533728,533728,533728
H005656-ZBX6K5,81102,81102,81102
H005657-TFRD8L,4449856,4449856,4449856
H005658-28LLZ4,5286850,5286850,5286850
H005659-LZNQN0,217850,217850,217850
H005660-QNZTB9,6957738,6957738,6957738
H005661-BDALR0,0,0,0
H005662-8NHGNQ,-479502,-479502,-479502
H005663-YNPKQT,1649662,1649662,1649662
H005664-7H9CKP,0,0,0
H005665-HUYAGA,2836259,2836259,2836259
H005666-V2KFU8,6009037,6009037,6009037
H005667-6NGFET,-26924,-26924,-26924
H005668-BHS5TR,8695399,8695399,8695399
H005669-9NTUQR,-549236,-549236,-549236
H005670-UMBW2S,4082449,4082449,4110337
H005671-2B8BA2,1226697,1226697,1226697
H005672-H2VWV6,-280581,-280581,-280581
H005673-3F9Z5Y,-524976,-524976,-524976
H005674-N00KH6,953086,953086,953086
H005675-14WL44,10051,10051,10051
H005676-WZF7NT,1373459,1373459,1373459
H005677-GHY00T,2017614,2017614,2017614
H005678-1Y9BCN,182068,182068,182068
H005679-T7PHK4,1499157,1499157,1499157
H005680-O7T6LM,3346169,3346169,3346169
H005681-AW1CAM,-289514,-289514,-289514
H005682-1P6NJ6,-32602,-32602,-32602
H005683-7XJ24W,-1096850,-1096850,-1096850
H005684-R6AZ5V,-899100,-899100,-899100
H005685-MLMQUE,587201,587201,587201
H005686-A6APBI,6598214,6598214,6598214
H005687-IBNCRJ,1088,1088,1088
H005688-UXH5IA,-25744,-25744,-25744
H005689-4AS3JG,3991,3991,3991
H005690-MLZRM0,5952715,5952715,5952715
H005691-LTU1VI,975900,975900,975900
H005692-912OBV,-60209,-60209,-60209
H005693-GQ73EJ,1147283,1147283,1147283
H005694-Y33OSB,1213468,1213468,1213468
H005695-OTJOO7,865011,865011,865011
H005696-HDGM47,8463136,8463136,8463136
H005697-M57KOM,-185504,-185504,-185504
H005698-MNELQK,6356876,6356876,6356876
H005699-ZBVABK,53584,53584,53584
H005700-SU1KEI,7356116,7356116,7356116
H005701-6C884I,4017,4017,4017
H005702-7FO775,616300,616300,616300
H005703-FZ46QN,2043574,2043574,2043574
H005704-PHZ20B,674584,674584,674584
H005705-B5KBEQ,-848194,-848194,-848194
H005706-VBLDF1,0,0,0
H005707-C8QG8B,11930,11930,11930
H005708-E824WV,4098519,4098519,4626627
H005709-JHSWLS,12020,12020,12020
H005710-C0AS9L,5352,5352,5352
H005711-V0KVCD,-423724,-423724,-423724
H005712-7KQSOL,0,0,0
H005713-GMKVB7,594,594,594
H005714-XIMIO3,7263325,7263325,7263325
H005715-5M1WA2,6211031,6211031,6211031
H005716-RYZC73,0,0,0
H005717-MGYNIT,3388588,3388588,3388588
H005718-2A78QU,-230197,-230197,-230197
H005719-OXY0P2,693124,693124,693124
H005720-OI2814,1018539,1018539,1018539
H005721-I41RGL,-158020,-158020,-158020
H005722-9N8BIE,4000,4000,4000
H005723-1ZKF6Y,988301,988301,988301
H005724-V0SKV6,2494,2494,2494
H005725-L6O6LP,-186520,-186520,-186520
H005726-PXA8MT,2639986,2639986,2639986
H005727-72WF5R,1415536,1415536,1415536
H005728-6TAJNF,0,0,0
H005729-0AZCUB,-20694,-20694,-6410
H005730-0ILXW8,0,0,0
H005731-PVTC3G,11998,11998,11998
H005732-OBYI71,0,0,0
H005733-52ZIAN,-744243,-744243,-744243
H005734-I1KC7M,-1192757,-1192757,-1192757
H005735-BMBFK6,-580272,-580272,-580272
H005736-600LN2,2850732,2850732,2850732
H005737-BZLX2W,0,0,0
H005738-7H93W1,1712749,1712749,1712749
H005739-TFU34B,0,0,0
H005740-RP504W,1819820,1819820,1819820
H005741-RSV99I,1336,1336,1336
H005742-3DW4J3,4020,4020,4020
H005743-X2EPF4,1288298,1288298,1440487
H005744-ZCDPBA,-3134517,-3134517,-3134517
H005745-OQF0EG,1075193,1075193,1075193
H005746-5HLLE4,1162238,1162238,1162238
H005747-TS2HIJ,2626341,2626341,2626341
H005748-FUXN1H,5407744,5407744,5407744
H005749-47T7ZE,1606716,1606716,1606716
H005750-N3LZ19,5600378,5600378,5600378
H005751-D1H5O2,3897441,3897441,3897441
H005752-BQ2UZG,584213,584213,584213
H005753-YVKJ2I,81408,81408,81408
H005754-IWR1JM,7506410,7506410,7506410
H005755-VCZTWO,-187295,-187295,-187295
H005756-OW3CIT,2739223,2739223,2739223
H005757-SMZJVF,12013,12013,12013
H005758-OD4T58,18618,18618,18618
H005759-T9BIOP,-509837,-509837,-509837
H005760-YFMX03,6436,6436,6436
H005761-ELPKMB,5510,5510,5510
H005762-22R7TN,7993,7993,7993
H005763-3L6MI4,0,0,0
H005764-7BNEYY,4143776,4143776,4143776
H005765-JLYGJM,9700578,9700578,9700578
H005766-WC2R4Z,51498,51498,51498
H005767-PKDOP9,-375375,-375375,-375375
H005768-38ZAKN,0,0,0
H005769-TVAQF0,687871,687871,687871
H005770-6FPWJW,7797,7797,7797
H005771-T0LPU7,0,0,0
H005772-1PPESD,7991,7991,7991
H005773-YTC19B,475253,475253,475253
H005774-WDAU2E,3560,3560,3560
H005775-9KBRQT,1334883,1334883,1334883
H005776-CKDNXR,3590034,3590034,3590034
H005777-AV1PBU,-103652,-103652,-113587
H005778-CH0AZY,2245494,2245494,2245494
H005779-74XXF6,264611,264611,264611
H005780-RXXIOU,-58221,-58221,-58221
H005781-E3EAP0,744565,744565,744565
H005782-KH5ZCH,0,0,0
H005783-C191HP,12006,12006,12006
H005784-C4CSEA,6782117,6782117,6782117
H005785-PKPMI5,4014156,4014156,4014156
H005786-VJ8IF3,714145,714145,714145
H005787-7XWLW7,732869,732869,732869
H005788-CUFLH4,-394137,-394137,-394137
H005789-Q3Z1O2,994472,994472,994472
H005790-K3TIS9,1098459,1098459,1098459
H005791-RUR7T9,6448,6448,6448
H005792-8DJ8WC,2056397,2056397,2056397
H005793-G4P91L,6322994,6322994,6452899
H005794-OT0HUU,117429,117429,117429
H005795-X8958P,2399118,2399118,2399118
H005796-W44D34,0,0,0
H005797-KR596W,2789881,2789881,2789881
H005798-PGN5T9,11745298,11745298,11745298
H005799-F8T545,12011,12011,12011
H005800-XGTR67,144352,144352,144352
H005801-HO9BNH,1038641,1038641,1038641
H005802-VIMNA5,4011,4011,4011
H005803-A6T72U,1780266,1780266,1780266
H005804-33UO4B,-88217,-88217,-88217
H005805-DDFW0N,5461,5461,5461
H005806-8VDBBT,3859891,3859891,3859891
H005807-SFJSQU,4697386,4697386,4697386
H005808-UC3MGU,0,0,0
H005809-462785,3997,3997,3997
H005810-MK89HI,4821953,4821953,4821953
H005811-1VND66,1880,1880,1880
H005812-97P9MM,-81219,-81219,-81219
H005813-AECFAY,1697532,1697532,1697532
H005814-7F86DR,0,0,0
